Time LX LY LZ
72.1732 2833.61 844.257 16190.2
72.2662 2844.39 847.243 16224.9
72.3715 2853.72 848.967 16255.2
72.4678 2862.17 850.357 16280.7
72.5768 2870.19 851.573 16302.6
72.7257 2877 852.491 16319.7
72.7801 2882.34 853.013 16332
72.8767 2886.25 853.151 16339.4
72.9753 2888.59 852.78 16342
73.0731 2889.38 851.984 16340.8
73.178 2888.49 850.881 16334.4
73.383 373.279 5392.87 8940.79
73.5313 2911.45 926.723 16502.7
73.5575 2907.48 926.043 16487.8
73.6423 2901.86 924.976 16468.8
73.7902 2864.44 840.771 16249.1
73.8169 2859.94 839.608 16232.2
73.8886 2854.66 838.268 16214.7
73.9876 2207.01 626.568 15121.9
74.0938 2202.69 625.816 15104.9
74.1959 2198.52 625.041 15089.2
74.2986 2194.65 624.279 15075.3
74.3987 2191.16 623.542 15063.1
74.5001 2187.98 622.822 15052.3
74.7084 2185.2 622.12 15043.3
74.7359 2182.93 621.455 15036.4
74.8024 2141.52 618.699 14722
74.9068 2139.52 617.909 14716.5
75.0043 2137.95 617.168 14713
75.2082 2136.63 616.445 14710
75.2356 2135.74 615.772 14708.3
75.3133 2020.89 596.838 13914.1
75.4098 2020.79 596.137 13915.7
75.5133 2021.05 595.394 13918.3
75.6113 2021.72 594.634 13921.6
75.7754 2022.85 593.917 13926.8
75.8256 2024.04 593.179 13931.7
75.9215 1559.45 214.067 5106.97
76.0168 2685.55 827.434 15361.2
76.1182 2684.94 827.809 15363.3
76.2355 618.288 198.48 2264.66
76.4275 2713.63 901.193 15580.9
76.4524 2071.76 590.198 14269.9
76.5802 2073.32 589.46 14273.1
76.6421 2034.36 587.037 13956.8
76.7281 2036.02 586.161 13959.9
76.9334 371.903 1322.47 1645.13
76.9671 2083.06 586.76 14296.2
77.038 2085.83 586.138 14303.1
77.1367 2088.2 585.456 14307.3
77.2487 378.511 693.048 785.587
77.3464 620.097 213.874 2289.4
77.5155 2810.98 926.934 16310.7
77.5498 375.73 1229.2 1529.25
77.6477 2811.83 929.776 16327.5
77.7537 602.439 209.779 2924.3
77.9031 696.289 173.6 2293.95
77.9533 649.766 221.222 3090.68
78.0496 3318.95 923.981 17329.6
78.1746 2587.95 659.69 16046.3
78.3161 360.464 1280.28 1622.01
78.513 1705.33 227.998 5892.21
78.6059 659.543 209.611 3202.96
78.707 3335.78 1023.83 17497.6
78.8101 3326.01 1022.75 17445.3
78.9112 3311.93 1021.2 17411.6
79.0201 3293.37 1018.59 17379
79.1188 3267.73 1014.34 17320.6
79.2192 3235.98 1008.73 17242.6
79.3734 3146.9 964.569 16941
79.4268 3104.81 956.744 16831.7
79.5263 3058.49 947.275 16722.1
79.6299 2962.77 930.166 16185.6
79.7854 282.543 4076.31 13065
79.8339 2893.87 873.404 16316.9
79.928 2785.93 847.269 16009.9
80.0932 2671.41 819.649 15675.3
80.1558 789.761 236.129 2344.06
80.2523 2525.81 4372.23 16610.2
80.3421 2322.56 734.191 14600.4
80.5506 378.613 1463.8 1627.5
80.6458 1904.68 4094.7 14846.9
80.762 379.293 1300.73 1435.46
80.8149 1564.18 478.272 12180.8
80.9056 1421.76 489.195 11389.2
80.9626 289.008 4006.14 9867.7
81.1126 1314.98 456.198 10858.2
81.1684 1349.38 252.081 3114.96
81.3191 1220.64 361.228 10218.1
81.4637 1186.95 352.021 10034.3
81.5262 1158.24 344.069 9874.61
81.5927 1394.07 243.039 3358.87
81.6711 1121.1 385.768 9811.75
81.7701 1105.41 378.818 9723.94
81.8698 938.009 202.618 2545.59
81.9813 462.313 142.599 1762.87
82.07 1490.43 5411.13 13313.5
82.1982 281.885 1081.73 4659.3
82.2829 274.365 1104.17 4819.73
82.3846 357.913 1130.5 3002.15
82.5374 373.971 1140.05 2934.73
82.5919 927.78 194.354 4002.16
82.6953 781.974 191.899 2495.13
82.8401 2935.29 1887.38 15540.1
82.888 2957.2 1900.15 15587.9
82.99 995.837 221.072 2636.1
83.0928 3218.61 1978.75 16457.4
83.1915 3238.26 1989.92 16501.5
83.2932 3255.61 1999.49 16541.6
83.3896 3270.5 2007.77 16575.6
83.5942 3281.93 2014.91 16602.9
83.6268 3289.89 2021.52 16624.7
83.7079 2384.2 1359.72 14376.3
83.793 2395.46 1367.96 14407.3
83.9561 2305.3 1305.66 13834.6
84.2083 2215.29 1283.51 13542.1
84.2432 2208.47 1288.46 13539.3
84.2738 2201.67 1294.78 13537.8
